gorovje,ime,ogledi,priljubljenost,st_poti,st_slik,visina,vrsta
Kamniško Savinjske Alpe,Knezova planina (Planina Bela peč),167877,54,2,5,1350,"planina, sedlo"
Kamniško Savinjske Alpe,Slap Čedca,472821,88,1,6,1350,slap
Kamniško Savinjske Alpe,Kunšperski vrh (Brezovec),1891,26,2,1,1336,vrh
Kamniško Savinjske Alpe,Povšnarjeva planina,2150,27,1,9,1330,planina
Kamniško Savinjske Alpe,Zavetišče v Hudičevem borštu,551489,94,5,8,1328,Ni podana
Kamniško Savinjske Alpe,Izletniška kmetija Bukovc (Bukovnik),4667,34,2,3,1327,"koča, planina"
Kamniško Savinjske Alpe,Bezovec,172966,55,1,1,1326,vrh
Kamniško Savinjske Alpe,Mala Poljana,452454,86,6,13,1325,"koča, planina"
Kamniško Savinjske Alpe,Planina Vodol,162089,53,1,5,1324,planina
Kamniško Savinjske Alpe,Ovča koča,3640,33,1,6,1323,planina
Kamniško Savinjske Alpe,Plesnikova planina,5400,35,1,7,1319,planina
Kamniško Savinjske Alpe,Kašna planina,448484,86,3,10,1317,planina
Kamniško Savinjske Alpe,Planina Dol,403485,81,2,5,1308,planina
Kamniško Savinjske Alpe,Lovska koča Črnevka,121624,49,1,2,1300,Ni podana
Kamniško Savinjske Alpe,Zavetišče na Biba planini,403134,81,3,16,1300,"koča, planina"
Kamniško Savinjske Alpe,Murijeva planina,4030,33,1,5,1289,planina
Kamniško Savinjske Alpe,Bivak na Kalu,339185,74,7,7,1285,"koča, sedlo"
Kamniško Savinjske Alpe,Potoška gora,487896,89,2,6,1283,vrh
Kamniško Savinjske Alpe,Skubrov vrh,167090,54,1,1,1276,vrh
Kamniško Savinjske Alpe,Dom na Kisovcu,508902,91,4,4,1275,"koča, planina"
Kamniško Savinjske Alpe,Kamniški vrh,686546,98,12,9,1259,"vrh, bivak"
Kamniško Savinjske Alpe,Planjava pri Kamniškem vrhu,248021,63,4,4,1243,vrh
Kamniško Savinjske Alpe,Turni,186523,56,1,3,1240,vrh
Kamniško Savinjske Alpe,Mali Rogatec (Mali Rogac),3660,33,2,4,1228,vrh
Kamniško Savinjske Alpe,Partizanska bolnica Mrzle vode,236067,62,1,2,1226,Ni podana
Kamniško Savinjske Alpe,Planina Marjanine njive,13352,39,1,10,1220,planina
Kamniško Savinjske Alpe,Koča na Klemenči jami,526768,92,2,4,1208,"koča, planina"
Kamniško Savinjske Alpe,Ojstri vrh (nad Prevalo),4220,34,2,1,1197,vrh
Kamniško Savinjske Alpe,Kopa (Belska Kopa),255408,64,1,3,1180,vrh
Kamniško Savinjske Alpe,Planina Travnik,257885,65,5,9,1180,planina
Kamniško Savinjske Alpe,Počka (Robnikova) planina,228397,61,1,5,1165,planina
Kamniško Savinjske Alpe,Prevala,381982,79,3,7,1163,"planina, sedlo"
Kamniško Savinjske Alpe,Škrbina (Slaparjeva gora),3890,33,1,1,1142,vrh
Kamniško Savinjske Alpe,Pleče,2591,30,6,2,1131,vrh
Kamniško Savinjske Alpe,Dom pod Storžičem,554364,94,3,5,1123,koča
Kamniško Savinjske Alpe,Smokuški vrh,480645,89,8,3,1122,vrh
Kamniško Savinjske Alpe,Orlovo gnezdo (Slap Rinka),508726,91,1,7,1120,"slap, koča"
Kamniško Savinjske Alpe,Baba,400226,80,2,2,1119,vrh
Kamniško Savinjske Alpe,Mihčeva kopišča,4348,34,1,7,1100,planina
Kamniško Savinjske Alpe,Breška planina,254874,64,3,3,1100,planina
Kamniško Savinjske Alpe,Planina Osredek,417697,82,4,7,1100,planina
Kamniško Savinjske Alpe,Mešenik,154280,52,0,1,1099,vrh
Kamniško Savinjske Alpe,Ambrož pod Krvavcem,25150,40,7,11,1085,"koča, planina, cerkev"
Kamniško Savinjske Alpe,Tolsti vrh (Dobrovlje),315841,71,5,1,1077,vrh
Kamniško Savinjske Alpe,Planina Ravni,188961,57,4,7,1075,planina
Kamniško Savinjske Alpe,Bistriška planina,453580,86,6,19,1057,"planina, sedlo"
Kamniško Savinjske Alpe,Sveti Križ nad Belimi Vodami,11540,38,5,19,1054,"vrh, cerkev"
Kamniško Savinjske Alpe,Vaško,298810,69,3,3,1046,vrh
Kamniško Savinjske Alpe,Kopa (Partizanski vrh),7480,37,4,3,1024,vrh
Kamniško Savinjske Alpe,Prgozdnik,2030,27,2,3,1013,vrh
Kamniško Savinjske Alpe,Smolnik,210967,59,1,1,1002,vrh
Kamniško Savinjske Alpe,Vrhe,181600,56,6,1,965,vrh
Kamniško Savinjske Alpe,Planinska koča Iskra na Jakobu,540189,93,8,9,961,"koča, cerkev"
Kamniško Savinjske Alpe,Sveti Jošt nad Vranskim,237063,62,1,4,955,cerkev
Kamniško Savinjske Alpe,Sveta Mati Božja na Čreti,176352,55,6,6,944,cerkev
Kamniško Savinjske Alpe,Sveti Ahac (Kališe),211098,59,0,3,941,cerkev
Kamniško Savinjske Alpe,Vovar,263263,65,6,7,940,vrh
Kamniško Savinjske Alpe,Planinska koča pri Franciju,337095,73,5,4,930,koča
Kamniško Savinjske Alpe,Sveti Lenart nad Gornjim Gradom,318657,72,2,6,929,cerkev
Kamniško Savinjske Alpe,Planica (vzletišče Gozd),3630,32,7,3,926,vrh
Kamniško Savinjske Alpe,Matkov kot,437376,84,1,1,920,Ni podana
Kamniško Savinjske Alpe,Skutman,5480,35,5,5,911,vrh
Kamniško Savinjske Alpe,Grmada (Dobrovlje),210412,59,3,2,898,vrh
Kamniško Savinjske Alpe,Sveti Lovrenc (Bašelj),405204,81,5,8,892,cerkev
Kamniško Savinjske Alpe,Zavetišče v Gozdu,411582,82,7,11,891,"koča, cerkev"
Kamniško Savinjske Alpe,Robanova planina,362496,77,1,5,890,planina
Kamniško Savinjske Alpe,Lomek (Lom),4670,34,2,4,884,vrh
Kamniško Savinjske Alpe,Sveti Primož nad Ljubnim,327340,73,2,4,883,cerkev
Kamniško Savinjske Alpe,Gradišče (Pustinjak),269776,66,5,7,871,vrh
Kamniško Savinjske Alpe,Dom na Čreti,474200,88,8,10,870,"koča, cerkev"
Kamniško Savinjske Alpe,Slap Orglice,503213,91,1,2,870,slap
Kamniško Savinjske Alpe,Sankaška koča,437691,84,4,4,867,koča
Kamniško Savinjske Alpe,Mali vrh nad Završnico,6040,36,1,5,863,vrh
Kamniško Savinjske Alpe,Sveti Janez in Pavel (Dobrovlje),161784,53,3,2,862,"planina, sedlo, cerkev"
Kamniško Savinjske Alpe,Dom na Lovrencu (Bašelj),445182,85,4,6,860,koča
Kamniško Savinjske Alpe,Bezovec (Dobrovlje),161279,53,4,3,857,vrh
Kamniško Savinjske Alpe,Sveti Vid (nad Zgornjim Tuhinjem),680,18,2,6,846,cerkev
Kamniško Savinjske Alpe,Cerkev sv. Petra nad Črno pri Kamniku,3070,31,1,4,845,cerkev
Kamniško Savinjske Alpe,Zapečnikova planina,1730,25,2,3,840,planina
Kamniško Savinjske Alpe,Sveti Peter nad Begunjami,440476,85,5,8,839,cerkev
Kamniško Savinjske Alpe,Dom Čemšenik,427509,83,1,4,835,koča
Kamniško Savinjske Alpe,Sveti Primož nad Kamnikom,581689,95,1,8,826,"koča, cerkev"
Kamniško Savinjske Alpe,Korošaški slapovi,410512,82,1,5,800,slap
Kamniško Savinjske Alpe,Razgledišče Skroti,2200,28,1,4,787,Ni podana
Kamniško Savinjske Alpe,Sveti Miklavž na Gori,344745,75,1,8,757,"vrh, cerkev"
Kamniško Savinjske Alpe,Tominčev slap,352595,75,1,14,750,slap
Kamniško Savinjske Alpe,Štefanja gora,500042,90,10,15,748,"vrh, cerkev"
Kamniško Savinjske Alpe,Dom na Dobrovljah,200540,58,2,3,745,koča
Kamniško Savinjske Alpe,Sveti Florjan nad Gornjim Gradom,173912,55,1,4,743,cerkev
Kamniško Savinjske Alpe,Apnišče,6760,36,6,8,740,vrh
Kamniško Savinjske Alpe,Gora Oljka,596888,96,9,16,733,"vrh, koča, cerkev"
Kamniško Savinjske Alpe,Slap Palenk,285464,68,1,1,730,slap
Kamniško Savinjske Alpe,Stiška vas,1670,25,1,4,725,cerkev
Kamniško Savinjske Alpe,Sveti Lovrenc nad Zabreznico,284565,68,3,4,725,"vrh, cerkev"
Kamniško Savinjske Alpe,Jamna peč,2805,30,3,2,720,Ni podana
Kamniško Savinjske Alpe,Vrholanov vrh (Ravne pri Šoštanju),2140,27,1,13,710,vrh
Kamniško Savinjske Alpe,Dom planincev Farbanca,218836,60,3,5,702,koča
Kamniško Savinjske Alpe,Sveti Nikolaj (Možjanca),5770,36,4,8,689,cerkev
Kamniško Savinjske Alpe,Spominski park v Kamniški Bistrici,1080,22,1,3,680,Ni podana
Kamniško Savinjske Alpe,Sveta Neža (Brezje pri Tržiču),986,21,1,3,677,cerkev
Kamniško Savinjske Alpe,Sveti Jurij nad Tržičem,158764,53,3,4,673,"vrh, cerkev"
Kamniško Savinjske Alpe,Šenturška Gora,19653,39,3,5,671,"vrh, koča, cerkev"
Kamniško Savinjske Alpe,Grad Gutenberk (Hudi grad),2731,30,2,9,663,vrh
Kamniško Savinjske Alpe,Sv. Miklavž nad Mačami,212117,59,1,5,651,cerkev
Kamniško Savinjske Alpe,Novi grad (Pusti grad),3816,33,2,6,630,vrh
Kamniško Savinjske Alpe,Grad Kamen,274015,66,0,7,620,Ni podana
Kamniško Savinjske Alpe,Brezovec,3896,33,1,3,617,vrh
Kamniško Savinjske Alpe,Dom v Kamniški Bistrici,423152,83,2,7,600,"koča, jezero, cerkev"
Kamniško Savinjske Alpe,Koželj,10830,38,2,4,590,vrh
Kamniško Savinjske Alpe,Veliko Gradišče,320,13,1,4,587,vrh
Kamniško Savinjske Alpe,Senčnica Josipine Turnograjske,262209,65,2,5,570,vrh
Kamniško Savinjske Alpe,Planinski dom Šentjungert,397275,80,2,7,565,"vrh, koča, cerkev"
Kamniško Savinjske Alpe,Sevčnik,1850,26,1,3,562,vrh
Kamniško Savinjske Alpe,Malo Gradišče,214,10,1,3,536,vrh
Kamniško Savinjske Alpe,Sveti Jakob (Jakec),624,17,1,3,528,cerkev
Kamniško Savinjske Alpe,Kriva jelka,3170,31,2,5,528,bivak
Kamniško Savinjske Alpe,Brunški vrh,560,16,1,7,511,vrh
Kamniško Savinjske Alpe,Mokrišče Blata,1570,24,1,5,505,Ni podana
Kamniško Savinjske Alpe,Sebenje,1000,21,1,2,500,Ni podana
Kamniško Savinjske Alpe,Lipnik (pri Velenju),1000,21,1,3,486,vrh
Kamniško Savinjske Alpe,Bazilika Marije Pomagaj na Brezjah,3350,32,2,5,486,cerkev
Kamniško Savinjske Alpe,Sveta Ana (Tunjice),269016,66,3,9,475,"vrh, cerkev"
Kamniško Savinjske Alpe,V Boštkú,781,19,2,3,466,Ni podana
Kamniško Savinjske Alpe,Vinski vrh (Vimperk),4300,34,3,8,448,"vrh, cerkev"
Kamniško Savinjske Alpe,Grad Velenje,2300,28,3,3,442,vrh
Kamniško Savinjske Alpe,Slap Peračica,15300,39,5,18,430,"slap, jezero"
Kamniško Savinjske Alpe,Šobčev bajer,330940,73,5,5,426,jezero
Kamniško Savinjske Alpe,Turistična kmetija Trnovc,1310,23,1,2,412,koča
Kamniško Savinjske Alpe,Grad Žovnek,315422,71,2,10,409,vrh
Kamniško Savinjske Alpe,Šoštanj,2590,30,1,26,358,Ni podana
Kamniško Savinjske Alpe,Planinski dom Milana Šinkovca,5113,35,1,3,345,koča
Karavanke,Stol,1142759,100,20,23,2236,vrh
Karavanke,Vrtača,809146,99,12,17,2181,vrh
Karavanke,Prešernova koča na Stolu,550342,93,14,10,2174,"vrh, koča"
Karavanke,Kepa,688400,98,9,35,2143,vrh
Karavanke,Ojstrc / Hochobir,571450,95,6,21,2139,vrh
Karavanke,Košutnikov turn,695920,98,8,11,2133,vrh
Karavanke,Kordeževa glava (Peca),861030,99,22,12,2125,vrh
Karavanke,Bistriška špica/Feistritzer Spitze,436399,84,9,8,2113,vrh
Karavanke,Končnikov vrh,444317,85,10,5,2109,vrh
Karavanke,Vajnež,595711,96,5,9,2104,vrh
Karavanke,Celovška špica,8250,37,2,6,2102,vrh
Karavanke,Veliko Kladivo,630065,97,8,11,2094,vrh
Karavanke,Veliki vrh (Košuta),886706,99,9,15,2088,vrh
Karavanke,Dovška Mala Kepa,423102,83,1,5,2077,vrh
Karavanke,Velika glava,356723,76,2,1,2077,vrh
Karavanke,Veška kopa/Wackendorfer Spitze,283323,68,4,5,2074,vrh
Karavanke,Begunjščica,1027950,100,14,29,2060,vrh
Karavanke,Tolsta Košuta - Vzhodni vrh,450928,86,1,7,2057,vrh
Karavanke,Malo Kladivo,425565,83,3,10,2036,vrh
Karavanke,Gubno,458361,86,4,4,2035,vrh
Karavanke,Tolsta Košuta - Zahodni vrh,466230,87,1,4,2026,vrh
Karavanke,Palec,534952,93,3,11,2026,vrh
Karavanke,Pungartska gora,357696,76,1,7,2025,vrh
Karavanke,Ovčji vrh (Kozjak) / Geissberg (Kosiak),470398,87,8,17,2024,vrh
Karavanke,Zelenjak,490005,89,3,6,2024,vrh
Karavanke,Mali vrh,353297,75,1,2,2017,vrh
Karavanke,Kravji vrh / Kuhberg,10387,38,2,5,2017,vrh
Karavanke,Potoški Stol,480090,89,5,5,2014,vrh
Karavanke,Toplar,493357,90,3,4,2000,vrh
Karavanke,Begunjska Vrtača,495189,90,4,8,1991,vrh
Karavanke,Košutica,601098,96,8,14,1968,vrh
Karavanke,Kofce gora,625373,96,6,1,1967,vrh
Karavanke,Cjajnik / Lärchenturm,497621,90,3,7,1965,vrh
Karavanke,Svačica,436918,84,9,12,1953,vrh
Karavanke,Struška,547735,93,8,11,1944,vrh
Karavanke,Trupejevo poldne,666939,97,8,15,1931,vrh
Karavanke,Govca (Olševa),688477,98,14,13,1929,vrh
Karavanke,Bele peči (Lepi vrh),10860,38,2,3,1926,vrh
Karavanke,Setiče/Freiberg,347064,75,1,5,1922,vrh
Karavanke,Srednja peč,6880,36,5,7,1920,vrh
Karavanke,Žleb (Suho ruševje),404279,81,1,2,1916,sedlo
Karavanke,Obel kamen (Olševa),14540,39,6,6,1911,vrh
Karavanke,Dovška Baba,687217,98,9,15,1891,vrh
Karavanke,Škrbina,377177,78,1,3,1869,sedlo
Karavanke,Murnovc,215706,60,1,5,1866,vrh
Karavanke,Kamnitnik,278908,67,2,3,1858,vrh
Karavanke,Grlovec / Ferlacher Horn,354123,75,6,20,1840,vrh
Karavanke,Kresišče,423869,83,4,4,1839,vrh
Karavanke,Golica,963015,100,12,14,1835,vrh
Karavanke,Visoki vrh,382436,79,3,7,1828,vrh
Karavanke,Kraguljše,173882,55,2,1,1828,vrh
Karavanke,Maloško poldne / Mallestiger Mittagskogel,317678,71,4,7,1823,vrh
Karavanke,Mojstrovica,382576,79,2,8,1816,vrh
Karavanke,Lokovnikov Grintovec / Grintoutz,341980,74,5,7,1809,vrh
Karavanke,Plešivec,479714,89,3,13,1801,vrh
Karavanke,Ostra peč / Mallestiger Mittagskogel,337714,74,4,11,1801,vrh
Karavanke,Srednji vrh (nad Završnico),448503,86,5,6,1796,vrh
Karavanke,Rjavca / Rjautza,245183,63,2,13,1789,vrh
Karavanke,Na Možeh,341797,74,1,2,1784,vrh
Karavanke,Krvavka,307675,70,1,3,1784,vrh
Karavanke,Hruški vrh,471993,88,9,7,1776,vrh
Karavanke,Pristovški Storžič / Kärntner Storschitz,557308,94,4,19,1759,vrh
Karavanke,Koprivnjak / Kleiner Frauenkogel,299925,69,2,6,1754,vrh
Karavanke,Klek,498772,90,8,9,1753,vrh
Karavanke,Bivak na Belščici,373276,78,2,5,1750,"bivak, planina"
Karavanke,Zajčnik,236344,62,3,5,1746,vrh
Karavanke,Zajmenove peči,4590,34,2,4,1745,vrh
Karavanke,Kamnica (Komnica) / Ferlacher Spitze,1910,26,3,5,1742,vrh
Karavanke,Mala Košuta,389299,79,2,5,1740,vrh
Karavanke,Vošca,511958,91,6,13,1737,vrh
Karavanke,Mala Peca,358035,76,3,3,1731,vrh
Karavanke,Tamarča,193668,57,1,2,1728,vrh
Karavanke,Hajnžev Praprotnik / Zeller Prapotnik,2510,29,5,10,1727,vrh
Karavanke,Veliki Javornik (Ženiklovec),441115,85,5,9,1716,vrh
Karavanke,Vrh Ljubeljščice (Triangel),516868,91,3,9,1704,vrh
Karavanke,Hajnževo sedlo,418343,82,4,4,1701,sedlo
Karavanke,Belska planina (Svečica),488582,89,5,9,1700,"koča, planina"
Karavanke,Uršlja gora (Plešivec),846063,99,14,28,1699,"vrh, koča, cerkev"
Karavanke,Planina Seča,314200,71,3,4,1698,"planina, sedlo"
Karavanke,Alpengasthof Siebenhütten,241553,63,2,5,1693,"koča, jezero, planina, cerkev"
Karavanke,Stegovnik,565035,94,9,17,1692,vrh
Karavanke,Mačenski vrh / Matschacher Gupf,2030,27,3,10,1691,vrh
Karavanke,Mali Javornik,318924,72,1,2,1685,vrh
Karavanke,Spodnji Plot,307688,70,3,6,1682,vrh
Karavanke,Dom na Uršlji gori,37313,40,10,13,1680,"koča, cerkev"
Karavanke,Grpišca,232767,62,1,3,1676,vrh
Karavanke,Hrašenska planina,222816,61,2,2,1670,planina
Karavanke,Votlina Kralja Matjaža,375869,78,3,5,1670,Ni podana
Karavanke,Pečovnik (kota 1668),239641,62,2,7,1668,vrh
Karavanke,Javorče,978,21,2,2,1667,vrh
Karavanke,Dom na Peci,529207,92,7,13,1665,koča
Karavanke,Bela peč / Weiße Wand,217824,60,1,2,1665,vrh
Karavanke,Celovška koča / Klagenfurter Hutte,447771,86,5,13,1664,"koča, planina"
Karavanke,Potočka zijalka,509779,91,3,9,1660,Ni podana
Karavanke,Kosmatica / Kosmatitza,3116,31,3,5,1659,vrh
Karavanke,Kamnati vrh,271139,66,2,1,1658,vrh
Karavanke,Roblekov dom na Begunjščici,845262,99,9,8,1657,"koča, bivak, planina"
Karavanke,Virnikov Grintovec,569031,95,6,15,1654,vrh
Karavanke,Planina Dovška Rožca,442349,85,6,8,1650,"koča, planina"
Karavanke,Visoka Bavha,6379,36,1,3,1650,vrh
Karavanke,Topica/Topitza,250365,64,3,6,1649,vrh
Karavanke,Mala Golica,250998,64,2,2,1646,vrh
Karavanke,Pečovnik,173405,55,2,1,1640,vrh
Karavanke,Veliki vrh nad Komatevro,178656,55,1,3,1634,vrh
Karavanke,Blekova planina,290278,68,3,13,1629,"bivak, planina, sedlo"
Karavanke,Macna / Matzen,152285,52,4,8,1627,vrh
Karavanke,Jerebikovec,330904,73,1,2,1621,vrh
Karavanke,Ruš,195630,57,4,7,1614,vrh
Karavanke,Sveta peč / Helige Wand,162408,53,1,2,1613,vrh
Karavanke,Čofatijev vrh,2640,30,3,2,1606,vrh
Karavanke,Žingarica / Singerberg,237767,62,6,9,1589,vrh
Karavanke,Rožca,426257,83,6,7,1587,"planina, sedlo"
Karavanke,Bela peč,471829,88,10,12,1583,vrh
Karavanke,Koča na Golici,557019,94,5,8,1582,"koča, planina"
Karavanke,Planina Zgornja Dolga njiva,366541,77,2,2,1580,planina
Karavanke,Planina Zgornja Konjščica,203871,58,4,27,1578,"planina, sedlo"
Karavanke,Sinski vrh / Sinacher Gupf,218685,60,4,14,1577,vrh
Karavanke,Ojstra / Oistra,2880,31,1,2,1577,vrh
Karavanke,Planina Zgornja Luža,133171,50,2,2,1573,planina
Karavanke,Vgrizeva planina / Ogrisalm,205076,58,4,6,1569,planina
Karavanke,Veška planina / Wackendorfer Alm,135442,50,1,7,1568,"koča, planina, cerkev"
Karavanke,Planina Korošica,639997,97,6,15,1554,"koča, planina"
Karavanke,Rekaršica,191255,57,2,2,1554,sedlo
Karavanke,Kapelška koča / Eisenkappler Hütte,265288,65,7,7,1553,"koča, planina"
Karavanke,Petelinjek (nad Korenskim sedlom),4770,34,2,2,1552,vrh
Karavanke,Stara gora / Altberg,1260,22,2,8,1552,vrh
Karavanke,Špičasti vrh / Spitzberg,1530,24,1,1,1551,vrh
Karavanke,Ptičji vrh,366819,77,2,4,1550,vrh
Karavanke,Planina Javornik,425562,83,5,5,1550,planina
Karavanke,Snežnik (nad Koprivno),2620,30,1,1,1543,vrh
Karavanke,Dom na Zelenici,706579,98,6,19,1536,koča
Karavanke,Sveta Ana (Macna) / St. Anna (Matzen),146364,52,3,6,1536,cerkev
Karavanke,Zavetišče na planini Šija,477211,88,3,9,1528,"koča, planina"
Karavanke,Koča Berta / Bertahütte,1680,25,4,4,1527,koča
Karavanke,Šoparjev vrh,1310,23,3,2,1524,vrh
Karavanke,Mejnik,160946,53,3,2,1517,vrh
Karavanke,Požgani rob,154549,53,1,1,1513,vrh
Karavanke,Peč (Tromeja),635617,97,11,13,1508,vrh
Karavanke,Planica,339504,74,3,8,1508,vrh
Karavanke,Bukovec,313301,71,1,3,1506,vrh
Karavanke,Polna peč,333881,73,2,7,1503,vrh
Karavanke,"Lipševa vrata (Vrata, Felsentore)",167292,54,1,14,1500,Ni podana
Karavanke,Žerjavov Praprotnik / Loibler Prapotnik,1510,24,2,6,1500,vrh
Karavanke,Kopa / Monte Coppa,270763,66,2,4,1496,vrh
Karavanke,Dom na Kofcah,1084259,100,13,18,1488,"koča, planina, cerkev"
Karavanke,Jureževa planina,223915,61,1,3,1488,planina
Karavanke,Borovje,410996,82,3,9,1476,vrh
Karavanke,Rabenberg,332,13,3,3,1465,vrh
Karavanke,Veliki Rob / Großer Rain,570,16,4,2,1464,vrh
Karavanke,Planina Ilovica,180925,56,2,0,1462,planina
Karavanke,Bela peč (nad Dovjem),3040,31,4,1,1460,vrh
Karavanke,Planina Spodnja Konjščica,364551,77,5,30,1451,planina
Karavanke,Spominska plošča Jožeta Rozmana,157905,53,1,1,1450,Ni podana
Karavanke,Borovski vrh (Žehtar) / Sechter,556,16,2,3,1449,vrh
Karavanke,Koča Pr Zdravc,273916,66,5,3,1448,koča
Karavanke,Planina Pungrat,337224,73,3,7,1447,planina
Karavanke,Črna peč,2060,27,1,1,1447,vrh
Karavanke,Kališje,2580,30,1,2,1435,vrh
Karavanke,Tegoška planina,291285,68,4,2,1430,planina
Karavanke,Dom pri izviru Završnice,545218,93,2,16,1425,"koča, planina"
Karavanke,Lovska koča na Brvogih,222097,60,1,4,1425,Ni podana
Karavanke,Dreiländereck Hütte,357531,76,4,5,1423,"koča, planina, sedlo"
Karavanke,Plešivška kopa (Kozarnica),119303,48,1,6,1414,vrh
Karavanke,Potočnikova planina,4000,33,1,6,1410,planina
Karavanke,Planina Rožca / Roschitzaalm,2010,27,1,4,1407,planina
Karavanke,Planina Spodnja Dolga njiva,483802,89,4,8,1400,"koča, planina"
Karavanke,Planina Stamare,344795,75,5,4,1400,planina
Karavanke,Robič,2500,29,5,3,1384,vrh
Karavanke,Jeseniška planina,265969,66,2,4,1380,planina
Karavanke,Hruška planina,309150,71,2,8,1378,"koča, planina"
Karavanke,Koča na Ljubelju,541737,93,3,20,1370,"koča, sedlo"
Karavanke,Planina Brsnina,1480,24,2,3,1357,planina
Karavanke,Planina Možine,170398,54,1,2,1352,planina
Karavanke,Veronjak / Hausberg,365,13,2,4,1348,vrh
Karavanke,Hofovška planina / Hoffmansalpe,364,13,1,1,1335,planina
Karavanke,Španov vrh,439604,84,6,3,1334,vrh
Karavanke,Sveti Lenart / St. Leonhard,913,20,1,7,1334,cerkev
Karavanke,Planina Rep (Repija),759,19,2,6,1330,planina
Karavanke,Primožkovi hribi,1190,22,2,3,1326,vrh
Karavanke,Lovska koča nad Doslovško planino,2100,27,2,3,1325,Ni podana
Karavanke,Robniške peči,1050,21,2,1,1323,vrh
Karavanke,Bivak brez meja / Bivacco Senza Confini,4690,34,3,5,1319,"bivak, sedlo"
Karavanke,Na pečeh pri Črnem Vrhu,1701,25,1,6,1318,vrh
Karavanke,Koča na planini Preval-a,755844,98,4,8,1311,"koča, planina"
Karavanke,Govševa planina,1530,24,2,8,1300,planina
Karavanke,Penatca,581,17,1,2,1299,vrh
Karavanke,Pusti Rovt,316374,71,2,7,1296,planina
Karavanke,Koča Vrtača,407857,81,1,4,1288,koča
Karavanke,Roblekova planina,329068,73,5,13,1284,"planina, sedlo"
Karavanke,Lovska koča Stanič,288456,68,1,3,1280,planina
Karavanke,Koča pod Košuto / Koschutahaus,219456,60,3,4,1280,koča
Karavanke,Golarjeva peč,178444,55,1,2,1276,vrh
Karavanke,Močnikova planina,155969,53,1,2,1275,planina
Karavanke,Marija Snežna (Kavalar) / Madonna della Neve,287661,68,2,3,1275,"planina, cerkev"
Karavanke,Obirska planina,231815,62,2,2,1272,planina
Karavanke,Basališče (Paški Kozjak),473501,88,3,4,1272,vrh
Karavanke,Planina Kladje / Quadiaalm,1220,22,3,5,1271,planina
Karavanke,Potoška planina,430642,84,4,6,1270,"koča, planina"
Karavanke,Vetrh vrh,119741,49,1,4,1268,vrh
Karavanke,Markljev Rovt,259356,65,1,3,1250,planina
Karavanke,Planina Luža,146429,52,2,3,1250,"planina, sedlo"
Karavanke,Velika Boncla,2797,30,1,7,1241,vrh
Karavanke,Sveti Duh pod Olševo,281419,67,1,3,1232,cerkev
Karavanke,Izvir reke Meže,2901,31,1,3,1230,Ni podana
Karavanke,Božičev vrh / Boschitzberg,229182,61,1,0,1228,vrh
Karavanke,Štrukljev vrh,2910,31,1,4,1227,vrh
Karavanke,Zabreška planina,366133,77,2,7,1225,planina
Karavanke,Tolsti vrh (pri Poljški planini),3312,32,2,3,1225,vrh
Karavanke,Planinski dom na kmetiji Kumer,3300,32,1,5,1220,koča
Karavanke,Sveta Ana v Koprivni,2171,28,2,2,1218,cerkev
Karavanke,Doslovška planina,2820,30,1,5,1210,planina
Karavanke,Medvodnica,498,16,2,2,1202,vrh
Karavanke,Žirovniška planina,373345,78,2,5,1200,planina
Karavanke,Rovt Vrse,303141,70,3,7,1200,planina
Karavanke,Jesenik (Jesenikov vrh),1440,24,4,6,1199,vrh
Karavanke,Hom (nad Prevaljami),1910,26,2,9,1193,vrh
Karavanke,Brdo (Plezališče pod Golico),1862,26,1,3,1192,vrh
Karavanke,Ostrica,5080,35,1,5,1182,vrh
Karavanke,Valvasorjev dom pod Stolom,620449,96,4,9,1181,koča
Karavanke,Tomčeva koča na Poljški planini,447175,86,8,14,1180,"koča, planina"
Karavanke,Veliki vrh (nad Mežiško dolino),2320,28,5,5,1165,vrh
Karavanke,Virnikova planina,1880,26,1,5,1160,planina
Karavanke,Smučarski dom Črni vrh,222545,61,4,3,1156,koča
Karavanke,Šumahov vrh,2770,30,4,3,1155,vrh
Karavanke,Pikov vrh,3670,33,5,8,1149,vrh
Karavanke,Dom na Tromeji,484439,89,2,4,1145,koča
Karavanke,Alničje,175080,55,3,5,1145,vrh
Karavanke,Hribarska (Huda) zijalka,156891,53,1,6,1140,Ni podana
Karavanke,Planina Planinca,388653,79,3,10,1136,"koča, planina"
Karavanke,Mala Boncla (Bavha),198646,58,1,6,1131,vrh
Karavanke,Planina Goreljše,755,19,1,4,1125,planina
Karavanke,Žmitkov špic,291874,68,1,4,1124,vrh
Karavanke,Železna (Kisla) voda,259105,65,1,4,1115,Ni podana
Karavanke,Zavetišče na Kalu,229070,61,5,4,1112,"koča, sedlo"
Karavanke,Špik (Paški Kozjak),402461,81,1,1,1108,vrh
Karavanke,Erjavčev rovt (Planina Mlinca),5169,35,2,5,1105,planina
Karavanke,Jelenkamen,408559,81,5,7,1096,vrh
Karavanke,Stenica,318477,72,3,8,1091,vrh
Karavanke,Blažčeva skala,2520,29,1,5,1091,vrh
Karavanke,Planina Dolžanka,219117,60,1,2,1090,planina
Karavanke,Arihova peč / Arichwand,1300,23,1,3,1090,vrh
Karavanke,Andrejev dom na Slemenu,476507,88,4,5,1086,koča
Karavanke,Koča nad Arihovo pečjo / Rossalmhütte,1080,22,1,7,1080,"koča, planina"
