gorovje,ime,ogledi,priljubljenost,st_poti,st_slik,visina,vrsta
"Goriško, Notranjsko in Snežniško hribovje",Izvir Ljubljanice (Retovje),314591,71,1,8,308,Ni podana
"Goriško, Notranjsko in Snežniško hribovje",Izvir Ljubljanice (Močilnik),291701,68,0,7,305,"koča, cerkev"
"Goriško, Notranjsko in Snežniško hribovje",Lopar,1600,25,1,7,303,"vrh, cerkev"
"Goriško, Notranjsko in Snežniško hribovje",Jama Pečinka,1530,24,1,4,295,Ni podana
"Goriško, Notranjsko in Snežniško hribovje",Iški morost,196832,57,3,7,289,Ni podana
"Goriško, Notranjsko in Snežniško hribovje",Marezige,6880,36,2,10,284,"vrh, koča, cerkev"
"Goriško, Notranjsko in Snežniško hribovje",Orleška draga,178,9,1,2,265,Ni podana
"Goriško, Notranjsko in Snežniško hribovje",Sveti Peter (Nad Ajbo),188,9,1,1,260,"vrh, cerkev"
"Goriško, Notranjsko in Snežniško hribovje",Sveti Duh (Sveti Peter),3650,33,2,3,253,"vrh, cerkev"
"Goriško, Notranjsko in Snežniško hribovje",Sveti Štefan (Zanigrad),212410,59,2,5,246,cerkev
"Goriško, Notranjsko in Snežniško hribovje",Stari grad Vipava,270509,66,1,8,241,vrh
"Goriško, Notranjsko in Snežniško hribovje",Lovsko zavetišče Kolombar,1590,25,2,3,218,koča
"Goriško, Notranjsko in Snežniško hribovje",Goli hrib,2430,29,2,2,217,vrh
"Goriško, Notranjsko in Snežniško hribovje",Kamno čelo (Mandrija),142,7,1,0,193,"vrh, koča"
"Goriško, Notranjsko in Snežniško hribovje",Črni vrh (Iskra),2222,28,1,1,119,vrh
"Goriško, Notranjsko in Snežniško hribovje",Jurjev hrib,2010,27,1,4,109,vrh
"Goriško, Notranjsko in Snežniško hribovje",Slap potoka Struga,2601,30,1,3,105,slap
"Goriško, Notranjsko in Snežniško hribovje",Vanganelsko jezero,3290,32,1,7,55,jezero
"Goriško, Notranjsko in Snežniško hribovje",Strunjanski križ,20330,39,3,6,53,vrh
"Goriško, Notranjsko in Snežniško hribovje",Debeli rtič,6570,36,1,3,28,Ni podana
"Goriško, Notranjsko in Snežniško hribovje",Ankaran,423089,83,3,5,18,Ni podana
"Goriško, Notranjsko in Snežniško hribovje",Strunjanske soline,6870,36,2,4,2,Ni podana
Julijske Alpe,Triglav,1637409,100,28,42,2864,"vrh, bivak"
Julijske Alpe,Montaž / Jôf di Montasio,732785,98,3,15,2753,vrh
Julijske Alpe,Škrlatica,812853,99,5,23,2740,vrh
Julijske Alpe,Mali Triglav,529688,92,3,4,2725,vrh
Julijske Alpe,Mangart,938486,100,8,26,2679,vrh
Julijske Alpe,Viš/Jof Fuart,623484,96,5,14,2666,vrh
Julijske Alpe,Vrh Brda / Cima Verde,454196,86,1,2,2661,vrh
Julijske Alpe,Visoki Rokav,520549,92,2,2,2646,vrh
Julijske Alpe,Jalovec,880033,99,10,29,2645,vrh
Julijske Alpe,Veliki Oltar,572642,95,2,5,2621,vrh
Julijske Alpe,Velika Martuljška Ponca,513148,91,1,5,2602,vrh
Julijske Alpe,Razor,749535,98,5,18,2601,vrh
Julijske Alpe,Dolkova špica,575062,95,5,17,2591,vrh
Julijske Alpe,Visoki Kanin,635068,97,5,7,2587,vrh
Julijske Alpe,Mali Kanin,450677,86,1,5,2571,vrh
Julijske Alpe,Kanjavec (Zahodni vrh),392940,80,4,4,2569,vrh
Julijske Alpe,Kanjavec,654640,97,9,15,2569,vrh
Julijske Alpe,Glava v Zaplanji,447111,85,4,3,2556,vrh
Julijske Alpe,Rogljica,402555,81,1,5,2547,vrh
Julijske Alpe,Prisank / Prisojnik,899589,99,12,17,2547,vrh
Julijske Alpe,Rakova Špica,10784,38,0,5,2545,vrh
Julijske Alpe,Dovški križ,540322,93,2,4,2542,vrh
Julijske Alpe,Kredarica,39250,40,1,6,2541,vrh
Julijske Alpe,Rž,497824,90,4,14,2538,vrh
Julijske Alpe,Rjavina,637629,97,9,24,2532,vrh
Julijske Alpe,Špik nad Nosom / Foronon del Buinz,492269,89,2,7,2531,"vrh, bivak"
Julijske Alpe,Triglavska vojašnica Viktorja Emanuela III,507817,91,3,6,2520,Ni podana
Julijske Alpe,Triglavski dom na Kredarici,709241,98,9,16,2515,"vrh, koča, cerkev"
Julijske Alpe,Koštrunove špice,463483,87,3,2,2502,vrh
Julijske Alpe,Mala Martuljška Ponca,430059,84,1,1,2501,vrh
Julijske Alpe,Stenar,687184,98,5,17,2501,vrh
Julijske Alpe,Spodnji Rokav,344723,75,1,1,2500,vrh
Julijske Alpe,Prestreljenik,540790,93,7,8,2499,vrh
Julijske Alpe,Široka peč,454753,86,1,2,2497,vrh
Julijske Alpe,Poprovec,370121,77,3,7,2496,vrh
Julijske Alpe,Teme (Hribarice),362660,77,2,3,2495,vrh
Julijske Alpe,Veliki Ozebnik,448199,86,4,4,2480,vrh
Julijske Alpe,Špik,787732,99,5,18,2472,vrh
Julijske Alpe,Mišeljski Konec,438761,84,1,11,2464,vrh
Julijske Alpe,Begunjski vrh,534974,93,6,16,2461,vrh
Julijske Alpe,Planja,504196,91,4,4,2453,vrh
Julijske Alpe,Vrh Laške Planje,2030,27,1,13,2448,vrh
Julijske Alpe,Vršaki (Vzhodni vrh),325195,72,4,5,2448,vrh
Julijske Alpe,Vrh Krnice,351933,75,1,3,2441,vrh
Julijske Alpe,Vršaki (Južni vrh),248753,63,2,3,2431,vrh
Julijske Alpe,Bivak Suringar,333140,73,2,1,2430,bivak
Julijske Alpe,Kukova špica,561364,94,2,10,2427,vrh
Julijske Alpe,Vršaki (Srednji vrh),310403,71,2,3,2424,vrh
Julijske Alpe,Vršaki (Vrh za Koritami),215992,60,2,2,2422,vrh
Julijske Alpe,Špik Hude police / Cima di Terrarossa,634793,97,2,2,2420,vrh
Julijske Alpe,Pihavec,521188,92,4,6,2419,vrh
Julijske Alpe,Špik nad Planjo / Punta Plagnis,307623,70,1,10,2411,vrh
Julijske Alpe,Križ,590912,95,8,9,2410,vrh
Julijske Alpe,Visoka Vrbanova špica,563352,94,6,11,2408,vrh
Julijske Alpe,Lopa,10920,38,2,10,2406,vrh
Julijske Alpe,Gubno,374805,78,3,4,2403,vrh
Julijske Alpe,Dom Planika pod Triglavom,619280,96,8,9,2401,koča
Julijske Alpe,Veliko Špičje,553352,94,7,7,2398,vrh
Julijske Alpe,Cmir,540335,93,4,11,2393,vrh
Julijske Alpe,Bovški Gamsovec,719089,98,3,5,2392,vrh
Julijske Alpe,Prestreljeniško okno,24010,40,3,7,2391,Ni podana
Julijske Alpe,Debeli vrh,524824,92,1,12,2390,vrh
Julijske Alpe,Vrh Hribaric,362641,77,4,4,2388,vrh
Julijske Alpe,Šplevta (Indijanec),389055,79,2,3,2382,vrh
Julijske Alpe,Strma peč / Monte Cimone,429531,83,2,11,2380,vrh
Julijske Alpe,Travnik (pri Mojstrovkah),464580,87,2,5,2379,vrh
Julijske Alpe,Kucelj (Julijske Alpe),4140,33,1,15,2372,vrh
Julijske Alpe,Vrh Osojnic,5042,35,3,2,2371,vrh
Julijske Alpe,Kriški rob,386296,79,2,4,2366,vrh
Julijske Alpe,Velika Mojstrovka,599221,96,1,8,2366,vrh
Julijske Alpe,Šmarjetna glava,391032,80,4,4,2358,vrh
Julijske Alpe,Spodnji Stenar,318462,72,1,2,2356,vrh
Julijske Alpe,Zadnja Mojstrovka,442843,85,2,8,2354,vrh
Julijske Alpe,Vrh Krnega dola / Monte Cregnedul,268541,66,1,5,2351,vrh
Julijske Alpe,Kol,326413,73,2,3,2350,vrh
Julijske Alpe,Mišelj vrh,515842,91,1,15,2350,vrh
Julijske Alpe,Plaski Vogel,399488,80,1,4,2348,vrh
Julijske Alpe,Bavški Grintavec,637558,97,3,16,2347,vrh
Julijske Alpe,Briceljk,440115,85,1,0,2346,vrh
Julijske Alpe,Vevnica,475457,88,1,2,2342,vrh
Julijske Alpe,Vrh Snežne konte,370119,77,3,5,2342,vrh
Julijske Alpe,Velika Črnelska špica,397608,80,3,7,2332,vrh
Julijske Alpe,Mala Mojstrovka,849346,99,5,9,2332,vrh
Julijske Alpe,Dom Valentina Staniča pod Triglavom,579423,95,10,12,2332,"koča, bivak"
Julijske Alpe,Zadnji Vogel,460861,87,1,5,2327,vrh
Julijske Alpe,Mali Ozebnik,288699,68,1,2,2324,vrh
Julijske Alpe,Žrd / Sart,394459,80,2,4,2324,vrh
Julijske Alpe,Velika Zelnarica,500823,90,4,9,2320,vrh
Julijske Alpe,Veliki Nabojs / Monte Nabois grande,399702,80,2,9,2313,vrh
Julijske Alpe,Malo Špičje,433004,84,4,3,2312,vrh
Julijske Alpe,Mala Zelnarica,463422,87,4,12,2310,vrh
Julijske Alpe,Škednjovec,400901,81,2,17,2309,vrh
Julijske Alpe,Spodnja Vrbanova špica,406599,81,1,10,2299,vrh
Julijske Alpe,Konjc,327576,73,2,4,2289,vrh
Julijske Alpe,Frdamane police,393597,80,0,13,2284,vrh
Julijske Alpe,Tosc,688362,98,6,16,2275,vrh
Julijske Alpe,Visoka Ponca,552243,94,3,12,2274,vrh
Julijske Alpe,Šplevta,435491,84,2,3,2272,Ni podana
Julijske Alpe,Strug,390907,79,1,3,2265,vrh
Julijske Alpe,Dom Petra Skalarja na Kaninu,451359,86,3,8,2260,koča
Julijske Alpe,Visoka Bela Špica / Cima Alta di Riobianco,8410,37,1,2,2257,"vrh, bivak"
Julijske Alpe,Travnik,409697,82,1,7,2252,vrh
Julijske Alpe,Krn,982400,100,12,21,2244,vrh
Julijske Alpe,Veliki Draški vrh,631265,97,10,10,2243,vrh
Julijske Alpe,Zadnja Ponca,341343,74,2,4,2242,vrh
Julijske Alpe,Vrh Grubje,240994,63,1,2,2240,vrh
Julijske Alpe,Srednja Ponca,432258,84,2,5,2228,vrh
Julijske Alpe,Čelo,454948,86,7,7,2228,vrh
Julijske Alpe,Srednji Vogel,334344,73,2,1,2226,vrh
Julijske Alpe,Vernar,481024,89,7,9,2225,vrh
Julijske Alpe,Rombon,685085,98,5,9,2208,vrh
Julijske Alpe,Vodnikov Vršac (Vršac nad Zadnjico),360479,76,5,17,2194,vrh
Julijske Alpe,Kopica,444223,85,3,15,2190,vrh
Julijske Alpe,Plešivec (Loška stena),397352,80,2,4,2184,vrh
Julijske Alpe,Gomiščkovo zavetišče na Krnu,474545,88,5,5,2182,"koča, bivak"
Julijske Alpe,Prvi Vogel,381250,78,2,4,2181,vrh
Julijske Alpe,Bivak v Veliki Dnini,1850,26,1,15,2180,bivak
Julijske Alpe,Vrh nad Peski,485544,89,7,10,2176,vrh
Julijske Alpe,Batognica,558186,94,9,6,2164,vrh
Julijske Alpe,Zgornje Kriško jezero,501262,90,2,7,2158,jezero
Julijske Alpe,Koča na Doliču,624057,96,10,10,2151,"koča, sedlo"
Julijske Alpe,Bivak Tarvisio,2759,30,0,3,2150,"bivak, sedlo"
Julijske Alpe,Velika Baba (Kanin),15540,39,1,7,2148,vrh
Julijske Alpe,Bela peč/Monte Bila pec,405426,81,1,4,2146,vrh
Julijske Alpe,Krnčica,456316,86,2,5,2142,vrh
Julijske Alpe,Teme,286422,68,1,5,2136,vrh
Julijske Alpe,Kotovo sedlo,479865,89,2,2,2134,sedlo
Julijske Alpe,Mali Draški vrh,552539,94,8,16,2132,vrh
Julijske Alpe,Glava za Bajto,553,16,1,1,2131,vrh
Julijske Alpe,Jerebica,698581,98,2,10,2126,vrh
Julijske Alpe,Veliki Babanski Skedenj,16020,39,1,9,2121,vrh
Julijske Alpe,Šmihelovec,2050,27,2,14,2118,vrh
Julijske Alpe,Bivak na Jezerih,427832,83,1,1,2118,bivak
Julijske Alpe,Trentski Pelc,3640,32,1,1,2116,vrh
Julijske Alpe,Vršac (nad Zadnjo Trento),1030,21,2,14,2113,vrh
Julijske Alpe,Suhi vrh,387575,79,1,3,2109,vrh
Julijske Alpe,Goličica,21010,39,1,6,2101,vrh
Julijske Alpe,Cesar,415283,82,1,3,2098,vrh
Julijske Alpe,Velika Tičarica,516988,91,3,9,2091,vrh
Julijske Alpe,Zagorelec,2730,30,2,14,2090,vrh
Julijske Alpe,Poldašnja špica/Jof di Miezegnot,434470,84,4,20,2087,vrh
Julijske Alpe,Ogradi,528967,92,3,10,2087,vrh
Julijske Alpe,Šitna glava,503753,91,1,7,2087,vrh
Julijske Alpe,Tolminski Kuk,550074,93,11,11,2085,vrh
Julijske Alpe,Zadnjiški Ozebnik,474603,88,2,5,2084,vrh
Julijske Alpe,Sleme,585415,95,3,5,2077,vrh
Julijske Alpe,Slatna,420260,83,3,2,2077,vrh
Julijske Alpe,Prevalski Stog,440030,85,5,10,2075,vrh
Julijske Alpe,Rigljica,337365,74,1,0,2074,vrh
Julijske Alpe,Kamniti lovec / Cima del Cacciatore,550406,93,5,8,2071,vrh
Julijske Alpe,Zasavska koča na Prehodavcih,737442,98,7,9,2071,"vrh, koča, bivak"
Julijske Alpe,Mala Tičarica,569296,95,4,14,2071,vrh
Julijske Alpe,Visoki Pipar,80,6,1,10,2069,vrh
Julijske Alpe,Zavetišče pod Špičkom,536124,93,4,3,2064,"koča, bivak"
Julijske Alpe,Poldnik (Kopa) / Picco di Mezzodi,6920,36,1,3,2063,vrh
Julijske Alpe,Podrta gora,18740,39,3,3,2061,vrh
Julijske Alpe,Veliki Pršivec,430117,84,1,6,2056,vrh
Julijske Alpe,Vrh nad Škrbino,501938,90,12,4,2054,vrh
Julijske Alpe,Zeleni vrh,357087,76,7,13,2052,vrh
Julijske Alpe,Pogačnikov dom na Kriških podih,846007,99,4,8,2050,"vrh, koča, bivak"
Julijske Alpe,Viševnik,995382,100,21,15,2050,vrh
Julijske Alpe,Cima Alta (Dve špici),413090,82,5,16,2046,vrh
Julijske Alpe,Veliki Lemež,12170,38,2,13,2042,vrh
Julijske Alpe,Bivak Marrusich,270643,66,2,2,2041,"bivak, sedlo"
Julijske Alpe,Jezerski Stog,517558,91,6,12,2040,vrh
Julijske Alpe,Na Pečeh,318677,72,1,3,2039,vrh
Julijske Alpe,Srednji vrh (nad jezerom v Lužnici),342589,74,3,4,2032,vrh
Julijske Alpe,Drobeče Sleme,342894,74,3,1,2029,vrh
Julijske Alpe,Kreda,452167,86,2,6,2025,vrh
Julijske Alpe,Eva,443057,85,1,1,2019,vrh
Julijske Alpe,Velika Baba,548932,93,4,9,2016,vrh
Julijske Alpe,Debela peč,927242,99,13,10,2014,vrh
Julijske Alpe,Lopatnik,420228,83,1,16,2012,vrh
Julijske Alpe,Adam,433280,84,1,1,2012,vrh
Julijske Alpe,Cima Vildiver (Dve špici),130,7,2,11,2008,vrh
Julijske Alpe,Mahavšček,518457,91,6,8,2008,vrh
Julijske Alpe,Brda,514196,91,9,9,2008,vrh
Julijske Alpe,Rjavo jezero,452141,86,4,8,2006,jezero
Julijske Alpe,Ablanca,544038,93,9,11,2004,vrh
Julijske Alpe,Lanževica,509161,91,6,14,2003,vrh
Julijske Alpe,Kal,401455,81,1,6,2001,vrh
Julijske Alpe,Meja,263310,65,5,4,1996,vrh
Julijske Alpe,Vrh nad Vodeno Rupo,203347,58,1,3,1995,vrh
Julijske Alpe,Zeleno jezero,461133,87,4,8,1988,jezero
Julijske Alpe,Vratni vrh,1060,21,1,6,1983,vrh
Julijske Alpe,Vogel (nad Lepeno),5690,36,2,7,1980,vrh
Julijske Alpe,Velika Bavha / Monte Robon,317351,71,3,3,1980,vrh
Julijske Alpe,Bivak na Rušju,454150,86,1,4,1980,bivak
Julijske Alpe,Draški rob,340309,74,2,8,1979,vrh
Julijske Alpe,Bogatin,566193,95,4,10,1977,vrh
Julijske Alpe,Pri Banderi,202548,58,1,4,1974,vrh
Julijske Alpe,Lipanski vrh,509478,91,3,8,1974,vrh
Julijske Alpe,Vrh Planje,354357,76,3,3,1971,vrh
Julijske Alpe,Monte Gosadon,663,17,4,10,1968,vrh
Julijske Alpe,Raskovec,360460,76,6,6,1967,vrh
Julijske Alpe,Rodica,689643,98,9,9,1966,vrh
Julijske Alpe,Vrh Ovčje planje,259562,65,1,7,1965,vrh
Julijske Alpe,Okroglež,364726,77,3,7,1965,vrh
Julijske Alpe,Bivak pod Kotovim sedlom,410024,82,2,3,1965,bivak
Julijske Alpe,Mrežce,587648,95,7,7,1965,vrh
Julijske Alpe,Plešivec,1390,23,1,1,1962,vrh
Julijske Alpe,Debeli vrh nad Lipanco,463911,87,5,7,1962,vrh
Julijske Alpe,Velika Montura,7810,37,2,9,1958,vrh
Julijske Alpe,Lopič / Monte Plauris,282960,67,2,2,1958,Ni podana
Julijske Alpe,Vrh Leh,206857,59,1,3,1958,vrh
Julijske Alpe,Veliki Selišnik,363473,77,1,5,1952,vrh
Julijske Alpe,Bivak Gorizia,295287,69,1,4,1950,bivak
Julijske Alpe,Mali Raskovec,210305,59,4,3,1946,vrh
Julijske Alpe,Suha Rodica (Novi vrh),245690,63,4,3,1944,vrh
Julijske Alpe,Veliki Šmohor,398869,80,2,2,1944,vrh
Julijske Alpe,Prednje Robičje,343151,74,2,5,1941,vrh
Julijske Alpe,Mali Šmohor,330989,73,2,4,1939,vrh
Julijske Alpe,Matajurski vrh,354183,75,4,5,1936,vrh
Julijske Alpe,Vrh Škrli,244160,63,2,3,1926,vrh
Julijske Alpe,Macesnovec,488197,89,1,3,1926,vrh
Julijske Alpe,Bela glava,309786,71,1,6,1926,vrh
Julijske Alpe,Mala Ponca,492397,89,3,4,1925,vrh
Julijske Alpe,Vogel,672354,97,19,10,1922,vrh
Julijske Alpe,Rušnati vrh,238558,62,3,2,1915,vrh
Julijske Alpe,Rdeči rob,385647,79,3,8,1913,vrh
Julijske Alpe,Kraljevska špica/Monte Re,373075,78,1,5,1912,vrh
Julijske Alpe,Slemenova špica,849364,99,6,11,1911,"vrh, planina"
Julijske Alpe,Speleološki bivak Modonutti - Savoia,220156,60,3,4,1908,"bivak, sedlo"
Julijske Alpe,Bivak Bernardinis,224853,61,2,8,1907,bivak
Julijske Alpe,Mangartska koča na Mangartskem sedlu,502893,90,3,8,1906,koča
Julijske Alpe,Mala Rodica,249750,64,2,5,1901,vrh
Julijske Alpe,Kser,288120,68,2,1,1900,vrh
Julijske Alpe,Rušnata glava,342067,74,2,2,1899,vrh
Julijske Alpe,Vrtaški vrh,456996,86,4,5,1898,vrh
Julijske Alpe,Poljanski vrh,250271,64,4,4,1897,vrh
Julijske Alpe,Vrh Krnic,271167,66,8,7,1896,vrh
Julijske Alpe,Vrh Razora,396134,80,3,4,1893,vrh
Julijske Alpe,Studorski preval,449074,86,1,2,1892,sedlo
Julijske Alpe,Srednji Selišnik,324508,72,1,1,1890,vrh
Julijske Alpe,Krniška glavica / Jof di Sompdogna,2340,29,2,12,1889,"vrh, bivak"
Julijske Alpe,Klečica,199689,58,0,0,1889,vrh
Julijske Alpe,Velika Glava,831,20,2,2,1883,vrh
Julijske Alpe,Šija,516610,91,5,8,1880,vrh
Julijske Alpe,Spodnje Kriško jezero,445375,85,1,5,1880,jezero
Julijske Alpe,Krsteniški Stog,318615,72,2,8,1879,vrh
Julijske Alpe,Konjski vrh,303886,70,4,3,1879,vrh
Julijske Alpe,Čisti vrh,388128,79,1,3,1875,vrh
Julijske Alpe,Rifugio Corsi,387331,79,4,4,1874,koča
Julijske Alpe,Tolminski Migovec,431834,84,2,8,1868,vrh
Julijske Alpe,Požgana Mlinarica,357839,76,3,6,1868,vrh
Julijske Alpe,Vrh Planje (nad Globokim),262449,65,6,2,1863,vrh
Julijske Alpe,Skutnik/Torre Guarda,320603,72,1,13,1860,vrh
Julijske Alpe,Vrh Dlani,222277,61,1,2,1852,vrh
Julijske Alpe,Bivak Nogara,319397,72,1,4,1850,bivak
Julijske Alpe,Rifugio Gilberti,354855,76,2,2,1850,koča
Julijske Alpe,Šober / Monte Sciober Grande,319747,72,4,10,1845,vrh
Julijske Alpe,Žabiški Kuk,363060,77,6,20,1844,vrh
Julijske Alpe,Črna prst,812179,99,18,17,1844,"vrh, koča, bivak"
Julijske Alpe,Četrt,245429,63,4,4,1832,vrh
Julijske Alpe,Jezero v Ledvicah,476026,88,3,11,1831,jezero
Julijske Alpe,Kovačičeva glava,225157,61,1,6,1827,vrh
Julijske Alpe,Visoka glava,201719,58,1,4,1822,vrh
Julijske Alpe,Vodnikov dom na Velem polju,637163,97,8,6,1817,"koča, bivak"
Julijske Alpe,Stara koča na Kaninu,3177,31,1,6,1814,Ni podana
Julijske Alpe,Pri treh macesnih,337969,74,1,5,1810,Ni podana
Julijske Alpe,Vrtec,274363,67,1,4,1809,vrh
Julijske Alpe,Jezero v Lužnici,435380,84,3,6,1801,jezero
Julijske Alpe,Visoki Orlov rob,279513,67,2,2,1800,vrh
Julijske Alpe,Škraplja,276220,67,1,10,1794,vrh
Julijske Alpe,Plesišče,300590,69,1,2,1790,vrh
Julijske Alpe,Kumlehova glava,386954,79,2,3,1788,vrh
Julijske Alpe,Rušni vrh,211000,59,10,3,1786,vrh
Julijske Alpe,Stadorski Orliči,212085,59,1,5,1782,vrh
Julijske Alpe,Rušnata Mlinarica,279218,67,2,6,1777,vrh
Julijske Alpe,Krasji vrh,545360,93,3,5,1773,vrh
Julijske Alpe,Rigeljc,212339,59,1,2,1768,vrh
Julijske Alpe,Veliki vrh (Polovnik),372024,77,1,5,1768,Ni podana
Julijske Alpe,Čukla,474135,88,1,3,1767,vrh
Julijske Alpe,Svete Višarje / Monte Lussari,690505,98,4,12,1766,"vrh, koča, cerkev"
Julijske Alpe,Kurji vrh,442741,85,2,3,1762,vrh
Julijske Alpe,Pršivec,603135,96,7,9,1761,vrh
Julijske Alpe,Glave,243736,63,2,3,1760,vrh
Julijske Alpe,Luknja,475823,88,2,6,1758,sedlo
Julijske Alpe,Sovna glava,398442,80,5,4,1750,vrh
Julijske Alpe,Zavitar,336466,73,2,2,1750,vrh
Julijske Alpe,Visoka peč,19700,39,4,6,1749,vrh
Julijske Alpe,Ciprnik,644832,97,4,9,1745,vrh
Julijske Alpe,Vršič vrh,603546,96,4,9,1737,vrh
Julijske Alpe,Skutnik /Monte Guarda,391352,80,1,1,1721,vrh
Julijske Alpe,Planina Jezerce,421981,83,2,3,1720,"jezero, planina"
Julijske Alpe,Planina Zgornja Krma,461460,87,1,6,1720,planina
Julijske Alpe,Veliki Karman / Monte Chiampon,259480,65,3,2,1713,Ni podana
Julijske Alpe,Rutarski Vršič,341161,74,2,4,1699,vrh
Julijske Alpe,Gradovec,2940,31,4,7,1692,vrh
Julijske Alpe,Poštarski dom na Vršiču,470808,88,6,10,1688,koča
Julijske Alpe,Koča pri Triglavskih jezerih,978879,100,8,22,1685,"koča, jezero, bivak"
Julijske Alpe,Orlove glave,428175,83,1,4,1682,vrh
Julijske Alpe,Velo polje,466892,87,6,8,1680,planina
Julijske Alpe,Stol (Julijske Alpe),590867,95,4,12,1673,vrh
Julijske Alpe,Planina Krstenica,531895,92,3,11,1670,planina
Julijske Alpe,Na Glavi,679,18,1,5,1666,vrh
Julijske Alpe,Jehlc (Špičasta kupa),245701,63,3,7,1662,vrh
Julijske Alpe,Rifugio di Brazza,378012,78,1,2,1660,"koča, bivak"
Julijske Alpe,Planina Ovčarija,443238,85,4,7,1660,planina
Julijske Alpe,Zavetišče pod Ponco,320455,72,1,1,1657,bivak
Julijske Alpe,Lisc (Lisec),2780,30,1,7,1653,vrh
Julijske Alpe,Florjanka / Monte Florianca,4510,34,2,5,1653,"vrh, jezero"
Julijske Alpe,Svinjak,592699,96,1,7,1653,vrh
Julijske Alpe,Planina pod Mišelj vrhom,389091,79,7,11,1645,"jezero, planina"
Julijske Alpe,Matajur,679374,97,13,16,1642,"vrh, cerkev"
Julijske Alpe,Gabrovec (Veliki Muzec),303352,70,1,4,1630,vrh
Julijske Alpe,Blejska koča na Lipanci,706035,98,5,18,1630,"koča, planina"
Julijske Alpe,Planina Viševnik,523492,92,4,14,1625,"koča, planina"
Julijske Alpe,Vošni vrh,180488,55,1,2,1621,vrh
Julijske Alpe,Tičarjev dom na Vršiču,474101,88,3,7,1618,koča
Julijske Alpe,Breški Jalovec / Punta di Montemaggiore,368773,77,2,5,1613,vrh
Julijske Alpe,Muzec - Musc (Mali Muzec),350196,75,1,5,1612,vrh
Julijske Alpe,Slatnik (severozahodni vrh),463360,87,5,9,1609,vrh
Julijske Alpe,Možic,575195,95,8,11,1602,vrh
Julijske Alpe,Planina za Migovcem,232923,62,5,3,1600,planina
Julijske Alpe,Slatnik (jugovzhodni vrh),7164,37,5,3,1597,vrh
Julijske Alpe,Nemške glave,303883,70,1,2,1597,vrh
Julijske Alpe,Jerebikovec,525932,92,4,10,1593,"vrh, bivak"
Julijske Alpe,Lovska koča Berebica,754,19,1,7,1590,"planina, sedlo"
Julijske Alpe,Bivak Stuparich,239399,62,2,6,1587,bivak
Julijske Alpe,Brinova glava,678,18,1,5,1586,vrh
Julijske Alpe,Šavnik,441745,85,6,10,1574,vrh
Julijske Alpe,Grušnica,5520,35,6,8,1570,vrh
Julijske Alpe,Višarska planina / Malga di Lussari,325838,72,2,5,1570,planina
Julijske Alpe,Visoki Mavrinc,508224,91,2,3,1562,vrh
Julijske Alpe,Planina v Lazu,462177,87,2,10,1560,planina
Julijske Alpe,Planina Dedno Polje,464230,87,3,12,1560,planina
Julijske Alpe,Planina Lopučnica,250108,64,6,3,1558,planina
Julijske Alpe,Javoršček,394558,80,2,5,1557,vrh
Julijske Alpe,Planina Klek,418366,82,2,8,1556,planina
Julijske Alpe,Mojčin dom na Vitrancu,554990,94,5,13,1555,koča
Julijske Alpe,Planja (nad Mangartsko planino),1700,25,1,4,1553,vrh
Julijske Alpe,Bivak pod Muzcem,322433,72,1,2,1550,"bivak, sedlo"
Julijske Alpe,Lajnar,499915,90,5,8,1549,vrh
Julijske Alpe,Planina v Plazeh,243842,63,2,5,1548,"planina, sedlo"
Julijske Alpe,Dravh,430757,84,3,5,1547,vrh
Julijske Alpe,Dom na Matajure,364428,77,2,2,1545,koča
Julijske Alpe,Požar,210001,59,2,1,1543,vrh
Julijske Alpe,Kravja Črna gora,307612,70,1,3,1541,vrh
Julijske Alpe,Visoka glava (na Matajurju),1692,25,1,3,1540,vrh
Julijske Alpe,Mesnovec,274119,67,1,1,1538,vrh
Julijske Alpe,Planinska koča Merjasec,438886,84,3,6,1535,koča
Julijske Alpe,Viška planina,287852,68,1,4,1530,planina
Julijske Alpe,Planina na Polju,377926,78,1,5,1530,planina
Julijske Alpe,Lovska koča na Glinu,161968,53,5,2,1527,vrh
Julijske Alpe,Erjavčeva koča na Vršiču,494388,90,2,8,1525,koča
Julijske Alpe,Rifugio Cinque Punte,244719,63,1,4,1520,bivak
Julijske Alpe,Dom na Komni,783016,99,12,10,1520,koča
Julijske Alpe,Planina Ravna,182660,56,2,10,1515,"bivak, planina, cerkev"
Julijske Alpe,Krevl,305501,70,8,10,1515,vrh
Julijske Alpe,Koča pod Bogatinom,565059,94,3,12,1513,"koča, planina"
Julijske Alpe,Planina Za skalo,359040,76,1,8,1510,planina
Julijske Alpe,Malga Granuda,287,12,2,15,1501,planina
Julijske Alpe,Lovska koča Na Utrci,236013,62,1,2,1500,Ni podana
Julijske Alpe,Rifugio Pellarini,275957,67,1,2,1499,koča
Julijske Alpe,Lengarjeva glava,167487,54,1,1,1498,vrh
Julijske Alpe,Kobla,476296,88,4,6,1498,vrh
Julijske Alpe,Planina na Kalu,280950,67,7,16,1490,"bivak, planina"
Julijske Alpe,Nizki vrh,215364,60,1,13,1488,vrh
Julijske Alpe,Črni vrh / Colrotondo,2389,29,2,7,1486,vrh
Julijske Alpe,Planina Vodični vrh,307831,70,1,4,1486,planina
Julijske Alpe,Javorov vrh (Pokljuka),449823,86,1,3,1482,vrh
