gorovje,ime,ogledi,priljubljenost,st_poti,st_slik,visina,vrsta
Kamniško Savinjske Alpe,Praprotnikova koča,340255,74,2,4,1380,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
Kamniško Savinjske Alpe,Praprotnikova koča,340255,74,2,4,1380,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
Kamniško Savinjske Alpe,Dom na Smrekovcu,558083,94,11,13,1375,koča
Kamniško Savinjske Alpe,Dom na Smrekovcu,558083,94,11,13,1375,koča
Kamniško Savinjske Alpe,Mozirska koča na Golteh,540522,93,4,4,1356,koča
Kamniško Savinjske Alpe,Mozirska koča na Golteh,540522,93,4,4,1356,koča
Kamniško Savinjske Alpe,Knezova planina (Planina Bela peč),167877,54,2,5,1350,"planina, sedlo"
Kamniško Savinjske Alpe,Knezova planina (Planina Bela peč),167877,54,2,5,1350,"planina, sedlo"
Kamniško Savinjske Alpe,Slap Čedca,472821,88,1,6,1350,slap
Kamniško Savinjske Alpe,Slap Čedca,472821,88,1,6,1350,slap
Kamniško Savinjske Alpe,Kunšperski vrh (Brezovec),1891,26,2,1,1336,vrh
Kamniško Savinjske Alpe,Kunšperski vrh (Brezovec),1891,26,2,1,1336,vrh
Kamniško Savinjske Alpe,Povšnarjeva planina,2150,27,1,9,1330,planina
Kamniško Savinjske Alpe,Povšnarjeva planina,2150,27,1,9,1330,planina
Kamniško Savinjske Alpe,Zavetišče v Hudičevem borštu,551299,94,5,8,1328,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
Kamniško Savinjske Alpe,Zavetišče v Hudičevem borštu,551299,94,5,8,1328,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
Kamniško Savinjske Alpe,Izletniška kmetija Bukovc (Bukovnik),4657,34,2,3,1327,"koča, planina"
Kamniško Savinjske Alpe,Izletniška kmetija Bukovc (Bukovnik),4657,34,2,3,1327,"koča, planina"
Kamniško Savinjske Alpe,Bezovec,172966,55,1,1,1326,vrh
Kamniško Savinjske Alpe,Bezovec,172966,55,1,1,1326,vrh
Kamniško Savinjske Alpe,Mala Poljana,452414,86,6,13,1325,"koča, planina"
Kamniško Savinjske Alpe,Mala Poljana,452414,86,6,13,1325,"koča, planina"
Kamniško Savinjske Alpe,Planina Vodol,162089,53,1,5,1324,planina
Kamniško Savinjske Alpe,Planina Vodol,162089,53,1,5,1324,planina
Kamniško Savinjske Alpe,Ovča koča,3640,33,1,6,1323,planina
Kamniško Savinjske Alpe,Ovča koča,3640,33,1,6,1323,planina
Kamniško Savinjske Alpe,Plesnikova planina,5380,35,1,7,1319,planina
Kamniško Savinjske Alpe,Plesnikova planina,5380,35,1,7,1319,planina
Kamniško Savinjske Alpe,Kašna planina,448444,86,3,10,1317,planina
Kamniško Savinjske Alpe,Kašna planina,448444,86,3,10,1317,planina
Kamniško Savinjske Alpe,Planina Dol,403485,81,2,5,1308,planina
Kamniško Savinjske Alpe,Planina Dol,403485,81,2,5,1308,planina
Kamniško Savinjske Alpe,Lovska koča Črnevka,121624,49,1,2,1300,"</div>

    "
Kamniško Savinjske Alpe,Lovska koča Črnevka,121624,49,1,2,1300,"</div>

    "
Kamniško Savinjske Alpe,Zavetišče na Biba planini,403104,81,3,16,1300,"koča, planina"
Kamniško Savinjske Alpe,Zavetišče na Biba planini,403104,81,3,16,1300,"koča, planina"
Kamniško Savinjske Alpe,Murijeva planina,4030,33,1,5,1289,planina
Kamniško Savinjske Alpe,Murijeva planina,4030,33,1,5,1289,planina
Kamniško Savinjske Alpe,Bivak na Kalu,339185,74,7,7,1285,"koča, sedlo"
Kamniško Savinjske Alpe,Bivak na Kalu,339185,74,7,7,1285,"koča, sedlo"
Kamniško Savinjske Alpe,Potoška gora,487846,89,2,6,1283,vrh
Kamniško Savinjske Alpe,Potoška gora,487846,89,2,6,1283,vrh
Kamniško Savinjske Alpe,Skubrov vrh,167090,54,1,1,1276,vrh
Kamniško Savinjske Alpe,Skubrov vrh,167090,54,1,1,1276,vrh
Kamniško Savinjske Alpe,Dom na Kisovcu,508862,91,4,4,1275,"koča, planina"
Kamniško Savinjske Alpe,Dom na Kisovcu,508862,91,4,4,1275,"koča, planina"
Kamniško Savinjske Alpe,Kamniški vrh,686426,98,12,9,1259,"vrh, bivak"
Kamniško Savinjske Alpe,Kamniški vrh,686426,98,12,9,1259,"vrh, bivak"
Kamniško Savinjske Alpe,Planjava pri Kamniškem vrhu,248011,63,4,4,1243,vrh
Kamniško Savinjske Alpe,Planjava pri Kamniškem vrhu,248011,63,4,4,1243,vrh
Kamniško Savinjske Alpe,Turni,186523,56,1,3,1240,vrh
Kamniško Savinjske Alpe,Turni,186523,56,1,3,1240,vrh
Kamniško Savinjske Alpe,Mali Rogatec (Mali Rogac),3660,33,2,4,1228,vrh
Kamniško Savinjske Alpe,Mali Rogatec (Mali Rogac),3660,33,2,4,1228,vrh
Kamniško Savinjske Alpe,Partizanska bolnica Mrzle vode,236067,62,1,2,1226,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
Kamniško Savinjske Alpe,Partizanska bolnica Mrzle vode,236067,62,1,2,1226,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
Kamniško Savinjske Alpe,Planina Marjanine njive,13342,39,1,10,1220,planina
Kamniško Savinjske Alpe,Planina Marjanine njive,13342,39,1,10,1220,planina
Kamniško Savinjske Alpe,Koča na Klemenči jami,526728,92,2,4,1208,"koča, planina"
Kamniško Savinjske Alpe,Koča na Klemenči jami,526728,92,2,4,1208,"koča, planina"
Kamniško Savinjske Alpe,Ojstri vrh (nad Prevalo),4220,34,2,1,1197,vrh
Kamniško Savinjske Alpe,Ojstri vrh (nad Prevalo),4220,34,2,1,1197,vrh
Kamniško Savinjske Alpe,Kopa (Belska Kopa),255408,64,1,3,1180,vrh
Kamniško Savinjske Alpe,Kopa (Belska Kopa),255408,64,1,3,1180,vrh
Kamniško Savinjske Alpe,Planina Travnik,257885,65,5,9,1180,planina
Kamniško Savinjske Alpe,Planina Travnik,257885,65,5,9,1180,planina
Kamniško Savinjske Alpe,Počka (Robnikova) planina,228397,61,1,5,1165,planina
Kamniško Savinjske Alpe,Počka (Robnikova) planina,228397,61,1,5,1165,planina
Kamniško Savinjske Alpe,Prevala,381962,79,3,7,1163,"planina, sedlo"
Kamniško Savinjske Alpe,Prevala,381962,79,3,7,1163,"planina, sedlo"
Kamniško Savinjske Alpe,Škrbina (Slaparjeva gora),3890,33,1,1,1142,vrh
Kamniško Savinjske Alpe,Škrbina (Slaparjeva gora),3890,33,1,1,1142,vrh
Kamniško Savinjske Alpe,Pleče,2591,30,6,2,1131,vrh
Kamniško Savinjske Alpe,Pleče,2591,30,6,2,1131,vrh
Kamniško Savinjske Alpe,Dom pod Storžičem,554214,94,3,5,1123,koča
Kamniško Savinjske Alpe,Dom pod Storžičem,554214,94,3,5,1123,koča
Kamniško Savinjske Alpe,Smokuški vrh,480505,89,8,3,1122,vrh
Kamniško Savinjske Alpe,Smokuški vrh,480505,89,8,3,1122,vrh
Kamniško Savinjske Alpe,Orlovo gnezdo (Slap Rinka),508686,91,1,7,1120,"slap, koča"
Kamniško Savinjske Alpe,Orlovo gnezdo (Slap Rinka),508686,91,1,7,1120,"slap, koča"
Kamniško Savinjske Alpe,Baba,400216,80,2,2,1119,vrh
Kamniško Savinjske Alpe,Baba,400216,80,2,2,1119,vrh
Kamniško Savinjske Alpe,Mihčeva kopišča,4348,34,1,7,1100,planina
Kamniško Savinjske Alpe,Mihčeva kopišča,4348,34,1,7,1100,planina
Kamniško Savinjske Alpe,Breška planina,254874,64,3,3,1100,planina
Kamniško Savinjske Alpe,Breška planina,254874,64,3,3,1100,planina
Kamniško Savinjske Alpe,Planina Osredek,417697,82,4,7,1100,planina
Kamniško Savinjske Alpe,Planina Osredek,417697,82,4,7,1100,planina
Kamniško Savinjske Alpe,Mešenik,154280,52,0,1,1099,vrh
Kamniško Savinjske Alpe,Mešenik,154280,52,0,1,1099,vrh
Kamniško Savinjske Alpe,Ambrož pod Krvavcem,25130,40,7,11,1085,"koča, planina, cerkev"
Kamniško Savinjske Alpe,Ambrož pod Krvavcem,25130,40,7,11,1085,"koča, planina, cerkev"
Kamniško Savinjske Alpe,Tolsti vrh (Dobrovlje),315831,71,5,1,1077,vrh
Kamniško Savinjske Alpe,Tolsti vrh (Dobrovlje),315831,71,5,1,1077,vrh
Kamniško Savinjske Alpe,Planina Ravni,188951,57,4,7,1075,planina
Kamniško Savinjske Alpe,Planina Ravni,188951,57,4,7,1075,planina
Kamniško Savinjske Alpe,Bistriška planina,453550,86,6,19,1057,"planina, sedlo"
Kamniško Savinjske Alpe,Bistriška planina,453550,86,6,19,1057,"planina, sedlo"
Kamniško Savinjske Alpe,Sveti Križ nad Belimi Vodami,11530,38,5,19,1054,"vrh, cerkev"
Kamniško Savinjske Alpe,Sveti Križ nad Belimi Vodami,11530,38,5,19,1054,"vrh, cerkev"
Kamniško Savinjske Alpe,Vaško,298800,69,3,3,1046,vrh
Kamniško Savinjske Alpe,Vaško,298800,69,3,3,1046,vrh
Kamniško Savinjske Alpe,Kopa (Partizanski vrh),7450,37,4,3,1024,vrh
Kamniško Savinjske Alpe,Kopa (Partizanski vrh),7450,37,4,3,1024,vrh
Kamniško Savinjske Alpe,Prgozdnik,2030,27,2,3,1013,vrh
Kamniško Savinjske Alpe,Prgozdnik,2030,27,2,3,1013,vrh
Kamniško Savinjske Alpe,Smolnik,210957,59,1,1,1002,vrh
Kamniško Savinjske Alpe,Smolnik,210957,59,1,1,1002,vrh
Kamniško Savinjske Alpe,Vrhe,181600,56,6,1,965,vrh
Kamniško Savinjske Alpe,Vrhe,181600,56,6,1,965,vrh
Kamniško Savinjske Alpe,Planinska koča Iskra na Jakobu,539949,93,8,9,961,"koča, cerkev"
Kamniško Savinjske Alpe,Planinska koča Iskra na Jakobu,539949,93,8,9,961,"koča, cerkev"
Kamniško Savinjske Alpe,Sveti Jošt nad Vranskim,237033,62,1,4,955,cerkev
Kamniško Savinjske Alpe,Sveti Jošt nad Vranskim,237033,62,1,4,955,cerkev
Kamniško Savinjske Alpe,Sveta Mati Božja na Čreti,176352,55,6,6,944,cerkev
Kamniško Savinjske Alpe,Sveta Mati Božja na Čreti,176352,55,6,6,944,cerkev
Kamniško Savinjske Alpe,Sveti Ahac (Kališe),211098,59,0,3,941,cerkev
Kamniško Savinjske Alpe,Sveti Ahac (Kališe),211098,59,0,3,941,cerkev
Kamniško Savinjske Alpe,Vovar,263243,65,6,7,940,vrh
Kamniško Savinjske Alpe,Vovar,263243,65,6,7,940,vrh
Kamniško Savinjske Alpe,Planinska koča pri Franciju,337095,73,5,4,930,koča
Kamniško Savinjske Alpe,Planinska koča pri Franciju,337095,73,5,4,930,koča
Kamniško Savinjske Alpe,Sveti Lenart nad Gornjim Gradom,318647,72,2,6,929,cerkev
Kamniško Savinjske Alpe,Sveti Lenart nad Gornjim Gradom,318647,72,2,6,929,cerkev
Kamniško Savinjske Alpe,Planica (vzletišče Gozd),3630,32,7,3,926,vrh
Kamniško Savinjske Alpe,Planica (vzletišče Gozd),3630,32,7,3,926,vrh
Kamniško Savinjske Alpe,Matkov kot,437366,84,1,1,920,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
Kamniško Savinjske Alpe,Matkov kot,437366,84,1,1,920,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
Kamniško Savinjske Alpe,Skutman,5460,35,5,5,911,vrh
Kamniško Savinjske Alpe,Skutman,5460,35,5,5,911,vrh
Kamniško Savinjske Alpe,Grmada (Dobrovlje),210402,59,3,2,898,vrh
Kamniško Savinjske Alpe,Grmada (Dobrovlje),210402,59,3,2,898,vrh
Kamniško Savinjske Alpe,Sveti Lovrenc (Bašelj),405124,81,5,8,892,cerkev
Kamniško Savinjske Alpe,Sveti Lovrenc (Bašelj),405124,81,5,8,892,cerkev
Kamniško Savinjske Alpe,Zavetišče v Gozdu,411582,82,7,11,891,"koča, cerkev"
Kamniško Savinjske Alpe,Zavetišče v Gozdu,411582,82,7,11,891,"koča, cerkev"
Kamniško Savinjske Alpe,Robanova planina,362496,77,1,5,890,planina
Kamniško Savinjske Alpe,Robanova planina,362496,77,1,5,890,planina
Kamniško Savinjske Alpe,Lomek (Lom),4670,34,2,4,884,vrh
Kamniško Savinjske Alpe,Lomek (Lom),4670,34,2,4,884,vrh
Kamniško Savinjske Alpe,Sveti Primož nad Ljubnim,327340,73,2,4,883,cerkev
Kamniško Savinjske Alpe,Sveti Primož nad Ljubnim,327340,73,2,4,883,cerkev
Kamniško Savinjske Alpe,Gradišče (Pustinjak),269776,66,5,7,871,vrh
Kamniško Savinjske Alpe,Gradišče (Pustinjak),269776,66,5,7,871,vrh
Kamniško Savinjske Alpe,Dom na Čreti,474060,88,8,10,870,"koča, cerkev"
Kamniško Savinjske Alpe,Dom na Čreti,474060,88,8,10,870,"koča, cerkev"
Kamniško Savinjske Alpe,Slap Orglice,503203,91,1,2,870,slap
Kamniško Savinjske Alpe,Slap Orglice,503203,91,1,2,870,slap
Kamniško Savinjske Alpe,Sankaška koča,437601,84,4,4,867,koča
Kamniško Savinjske Alpe,Sankaška koča,437601,84,4,4,867,koča
Kamniško Savinjske Alpe,Mali vrh nad Završnico,6030,36,1,5,863,vrh
Kamniško Savinjske Alpe,Mali vrh nad Završnico,6030,36,1,5,863,vrh
Kamniško Savinjske Alpe,Sveti Janez in Pavel (Dobrovlje),161784,53,3,2,862,"planina, sedlo, cerkev"
Kamniško Savinjske Alpe,Sveti Janez in Pavel (Dobrovlje),161784,53,3,2,862,"planina, sedlo, cerkev"
Kamniško Savinjske Alpe,Dom na Lovrencu (Bašelj),445142,85,4,6,860,koča
Kamniško Savinjske Alpe,Dom na Lovrencu (Bašelj),445142,85,4,6,860,koča
Kamniško Savinjske Alpe,Bezovec (Dobrovlje),161269,53,4,3,857,vrh
Kamniško Savinjske Alpe,Bezovec (Dobrovlje),161269,53,4,3,857,vrh
Kamniško Savinjske Alpe,Sveti Vid (nad Zgornjim Tuhinjem),678,18,2,6,846,cerkev
Kamniško Savinjske Alpe,Sveti Vid (nad Zgornjim Tuhinjem),678,18,2,6,846,cerkev
Kamniško Savinjske Alpe,Cerkev sv. Petra nad Črno pri Kamniku,3060,31,1,4,845,cerkev
Kamniško Savinjske Alpe,Cerkev sv. Petra nad Črno pri Kamniku,3060,31,1,4,845,cerkev
Kamniško Savinjske Alpe,Zapečnikova planina,1730,25,2,3,840,planina
Kamniško Savinjske Alpe,Zapečnikova planina,1730,25,2,3,840,planina
Kamniško Savinjske Alpe,Sveti Peter nad Begunjami,440426,85,5,8,839,cerkev
Kamniško Savinjske Alpe,Sveti Peter nad Begunjami,440426,85,5,8,839,cerkev
Kamniško Savinjske Alpe,Dom Čemšenik,427439,83,1,4,835,koča
Kamniško Savinjske Alpe,Dom Čemšenik,427439,83,1,4,835,koča
Kamniško Savinjske Alpe,Sveti Primož nad Kamnikom,581569,95,1,8,826,"koča, cerkev"
Kamniško Savinjske Alpe,Sveti Primož nad Kamnikom,581569,95,1,8,826,"koča, cerkev"
Kamniško Savinjske Alpe,Korošaški slapovi,410502,82,1,5,800,slap
Kamniško Savinjske Alpe,Korošaški slapovi,410502,82,1,5,800,slap
Kamniško Savinjske Alpe,Razgledišče Skroti,2180,28,1,4,787,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
Kamniško Savinjske Alpe,Razgledišče Skroti,2180,28,1,4,787,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
Kamniško Savinjske Alpe,Sveti Miklavž na Gori,344735,75,1,8,757,"vrh, cerkev"
Kamniško Savinjske Alpe,Sveti Miklavž na Gori,344735,75,1,8,757,"vrh, cerkev"
Kamniško Savinjske Alpe,Tominčev slap,352585,75,1,14,750,slap
Kamniško Savinjske Alpe,Tominčev slap,352585,75,1,14,750,slap
Kamniško Savinjske Alpe,Štefanja gora,499972,90,10,15,748,"vrh, cerkev"
Kamniško Savinjske Alpe,Štefanja gora,499972,90,10,15,748,"vrh, cerkev"
Kamniško Savinjske Alpe,Dom na Dobrovljah,200530,58,2,3,745,koča
Kamniško Savinjske Alpe,Dom na Dobrovljah,200530,58,2,3,745,koča
Kamniško Savinjske Alpe,Sveti Florjan nad Gornjim Gradom,173912,55,1,4,743,cerkev
Kamniško Savinjske Alpe,Sveti Florjan nad Gornjim Gradom,173912,55,1,4,743,cerkev
Kamniško Savinjske Alpe,Apnišče,6750,36,6,8,740,vrh
Kamniško Savinjske Alpe,Apnišče,6750,36,6,8,740,vrh
Kamniško Savinjske Alpe,Gora Oljka,596688,96,9,16,733,"vrh, koča, cerkev"
Kamniško Savinjske Alpe,Gora Oljka,596688,96,9,16,733,"vrh, koča, cerkev"
Kamniško Savinjske Alpe,Slap Palenk,285464,68,1,1,730,slap
Kamniško Savinjske Alpe,Slap Palenk,285464,68,1,1,730,slap
Kamniško Savinjske Alpe,Stiška vas,1670,25,1,4,725,cerkev
Kamniško Savinjske Alpe,Stiška vas,1670,25,1,4,725,cerkev
Kamniško Savinjske Alpe,Sveti Lovrenc nad Zabreznico,284525,68,3,4,725,"vrh, cerkev"
Kamniško Savinjske Alpe,Sveti Lovrenc nad Zabreznico,284525,68,3,4,725,"vrh, cerkev"
Kamniško Savinjske Alpe,Jamna peč,2805,30,3,2,720,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
Kamniško Savinjske Alpe,Jamna peč,2805,30,3,2,720,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
Kamniško Savinjske Alpe,Vrholanov vrh (Ravne pri Šoštanju),2140,27,1,13,710,vrh
Kamniško Savinjske Alpe,Vrholanov vrh (Ravne pri Šoštanju),2140,27,1,13,710,vrh
Kamniško Savinjske Alpe,Dom planincev Farbanca,218816,60,3,5,702,koča
Kamniško Savinjske Alpe,Dom planincev Farbanca,218816,60,3,5,702,koča
Kamniško Savinjske Alpe,Sveti Nikolaj (Možjanca),5750,36,4,8,689,cerkev
Kamniško Savinjske Alpe,Sveti Nikolaj (Možjanca),5750,36,4,8,689,cerkev
Kamniško Savinjske Alpe,Spominski park v Kamniški Bistrici,1080,22,1,3,680,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
Kamniško Savinjske Alpe,Spominski park v Kamniški Bistrici,1080,22,1,3,680,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
Kamniško Savinjske Alpe,Sveta Neža (Brezje pri Tržiču),978,21,1,3,677,cerkev
Kamniško Savinjske Alpe,Sveta Neža (Brezje pri Tržiču),978,21,1,3,677,cerkev
Kamniško Savinjske Alpe,Sveti Jurij nad Tržičem,158764,53,3,4,673,"vrh, cerkev"
Kamniško Savinjske Alpe,Sveti Jurij nad Tržičem,158764,53,3,4,673,"vrh, cerkev"
Kamniško Savinjske Alpe,Šenturška Gora,19613,39,3,5,671,"vrh, koča, cerkev"
Kamniško Savinjske Alpe,Šenturška Gora,19613,39,3,5,671,"vrh, koča, cerkev"
Kamniško Savinjske Alpe,Grad Gutenberk (Hudi grad),2711,30,2,9,663,vrh
Kamniško Savinjske Alpe,Grad Gutenberk (Hudi grad),2711,30,2,9,663,vrh
Kamniško Savinjske Alpe,Sv. Miklavž nad Mačami,212107,59,1,5,651,cerkev
Kamniško Savinjske Alpe,Sv. Miklavž nad Mačami,212107,59,1,5,651,cerkev
Kamniško Savinjske Alpe,Novi grad (Pusti grad),3806,33,2,6,630,vrh
Kamniško Savinjske Alpe,Novi grad (Pusti grad),3806,33,2,6,630,vrh
Kamniško Savinjske Alpe,Grad Kamen,274015,66,0,7,620,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
Kamniško Savinjske Alpe,Grad Kamen,274015,66,0,7,620,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
Kamniško Savinjske Alpe,Brezovec,3896,33,1,3,617,vrh
Kamniško Savinjske Alpe,Brezovec,3896,33,1,3,617,vrh
Kamniško Savinjske Alpe,Dom v Kamniški Bistrici,423132,83,2,7,600,"koča, jezero, cerkev"
Kamniško Savinjske Alpe,Dom v Kamniški Bistrici,423132,83,2,7,600,"koča, jezero, cerkev"
Kamniško Savinjske Alpe,Koželj,10810,38,2,4,590,vrh
Kamniško Savinjske Alpe,Koželj,10810,38,2,4,590,vrh
Kamniško Savinjske Alpe,Veliko Gradišče,316,12,1,4,587,vrh
Kamniško Savinjske Alpe,Veliko Gradišče,316,12,1,4,587,vrh
Kamniško Savinjske Alpe,Senčnica Josipine Turnograjske,262199,65,2,5,570,vrh
Kamniško Savinjske Alpe,Senčnica Josipine Turnograjske,262199,65,2,5,570,vrh
Kamniško Savinjske Alpe,Planinski dom Šentjungert,397255,80,2,7,565,"vrh, koča, cerkev"
Kamniško Savinjske Alpe,Planinski dom Šentjungert,397255,80,2,7,565,"vrh, koča, cerkev"
Kamniško Savinjske Alpe,Sevčnik,1830,26,1,3,562,vrh
Kamniško Savinjske Alpe,Sevčnik,1830,26,1,3,562,vrh
Kamniško Savinjske Alpe,Malo Gradišče,213,10,1,3,536,vrh
Kamniško Savinjske Alpe,Malo Gradišče,213,10,1,3,536,vrh
Kamniško Savinjske Alpe,Sveti Jakob (Jakec),617,17,1,3,528,cerkev
Kamniško Savinjske Alpe,Sveti Jakob (Jakec),617,17,1,3,528,cerkev
Kamniško Savinjske Alpe,Kriva jelka,3170,31,2,5,528,bivak
Kamniško Savinjske Alpe,Kriva jelka,3170,31,2,5,528,bivak
Kamniško Savinjske Alpe,Brunški vrh,557,16,1,7,511,vrh
Kamniško Savinjske Alpe,Brunški vrh,557,16,1,7,511,vrh
Kamniško Savinjske Alpe,Mokrišče Blata,1560,24,1,5,505,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
Kamniško Savinjske Alpe,Mokrišče Blata,1560,24,1,5,505,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
Kamniško Savinjske Alpe,Sebenje,1000,21,1,2,500,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
Kamniško Savinjske Alpe,Sebenje,1000,21,1,2,500,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
Kamniško Savinjske Alpe,Lipnik (pri Velenju),1000,21,1,3,486,vrh
Kamniško Savinjske Alpe,Lipnik (pri Velenju),1000,21,1,3,486,vrh
Kamniško Savinjske Alpe,Bazilika Marije Pomagaj na Brezjah,3350,32,2,5,486,cerkev
Kamniško Savinjske Alpe,Bazilika Marije Pomagaj na Brezjah,3350,32,2,5,486,cerkev
Kamniško Savinjske Alpe,Sveta Ana (Tunjice),269006,66,3,9,475,"vrh, cerkev"
Kamniško Savinjske Alpe,Sveta Ana (Tunjice),269006,66,3,9,475,"vrh, cerkev"
Kamniško Savinjske Alpe,V Boštkú,780,19,2,3,466,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
Kamniško Savinjske Alpe,V Boštkú,780,19,2,3,466,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
Kamniško Savinjske Alpe,Vinski vrh (Vimperk),4300,34,3,8,448,"vrh, cerkev"
Kamniško Savinjske Alpe,Vinski vrh (Vimperk),4300,34,3,8,448,"vrh, cerkev"
Kamniško Savinjske Alpe,Grad Velenje,2300,28,3,3,442,vrh
Kamniško Savinjske Alpe,Grad Velenje,2300,28,3,3,442,vrh
Kamniško Savinjske Alpe,Slap Peračica,15290,39,5,18,430,"slap, jezero"
Kamniško Savinjske Alpe,Slap Peračica,15290,39,5,18,430,"slap, jezero"
Kamniško Savinjske Alpe,Šobčev bajer,330930,73,5,5,426,jezero
Kamniško Savinjske Alpe,Šobčev bajer,330930,73,5,5,426,jezero
Kamniško Savinjske Alpe,Turistična kmetija Trnovc,1300,23,1,2,412,koča
Kamniško Savinjske Alpe,Turistična kmetija Trnovc,1300,23,1,2,412,koča
Kamniško Savinjske Alpe,Grad Žovnek,315412,71,2,10,409,vrh
Kamniško Savinjske Alpe,Grad Žovnek,315412,71,2,10,409,vrh
Kamniško Savinjske Alpe,Šoštanj,2590,30,1,26,358,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
Kamniško Savinjske Alpe,Šoštanj,2590,30,1,26,358,"</div>
  
        <div class=""g2""><b>Vremenska napoved:</b>"
Kamniško Savinjske Alpe,Planinski dom Milana Šinkovca,5113,35,1,3,345,koča
Kamniško Savinjske Alpe,Planinski dom Milana Šinkovca,5113,35,1,3,345,koča
Karavanke,Stol,1142249,100,20,23,2236,vrh
Karavanke,Stol,1142249,100,20,23,2236,vrh
Karavanke,Vrtača,808876,99,12,17,2181,vrh
Karavanke,Vrtača,808876,99,12,17,2181,vrh
Karavanke,Prešernova koča na Stolu,550312,93,14,10,2174,"vrh, koča"
Karavanke,Prešernova koča na Stolu,550312,93,14,10,2174,"vrh, koča"
Karavanke,Kepa,688220,98,9,35,2143,vrh
Karavanke,Kepa,688220,98,9,35,2143,vrh
Karavanke,Ojstrc / Hochobir,571400,95,6,21,2139,vrh
Karavanke,Ojstrc / Hochobir,571400,95,6,21,2139,vrh
Karavanke,Košutnikov turn,695800,98,8,11,2133,vrh
Karavanke,Košutnikov turn,695800,98,8,11,2133,vrh
Karavanke,Kordeževa glava (Peca),860820,99,22,12,2125,vrh
Karavanke,Kordeževa glava (Peca),860820,99,22,12,2125,vrh
Karavanke,Bistriška špica/Feistritzer Spitze,436379,84,9,8,2113,vrh
Karavanke,Bistriška špica/Feistritzer Spitze,436379,84,9,8,2113,vrh
Karavanke,Končnikov vrh,444297,85,10,5,2109,vrh
Karavanke,Končnikov vrh,444297,85,10,5,2109,vrh
Karavanke,Vajnež,595571,96,5,9,2104,vrh
Karavanke,Vajnež,595571,96,5,9,2104,vrh
Karavanke,Celovška špica,8230,37,2,6,2102,vrh
Karavanke,Celovška špica,8230,37,2,6,2102,vrh
Karavanke,Veliko Kladivo,629835,96,8,11,2094,vrh
Karavanke,Veliko Kladivo,629835,96,8,11,2094,vrh
Karavanke,Veliki vrh (Košuta),886246,99,9,15,2088,vrh
Karavanke,Veliki vrh (Košuta),886246,99,9,15,2088,vrh
Karavanke,Dovška Mala Kepa,423082,83,1,5,2077,vrh
Karavanke,Dovška Mala Kepa,423082,83,1,5,2077,vrh
Karavanke,Velika glava,356693,76,2,1,2077,vrh
Karavanke,Velika glava,356693,76,2,1,2077,vrh
Karavanke,Veška kopa/Wackendorfer Spitze,283303,67,4,5,2074,vrh
Karavanke,Veška kopa/Wackendorfer Spitze,283303,67,4,5,2074,vrh
Karavanke,Begunjščica,1027550,100,14,29,2060,vrh
Karavanke,Begunjščica,1027550,100,14,29,2060,vrh
Karavanke,Tolsta Košuta - Vzhodni vrh,450898,86,1,7,2057,vrh
Karavanke,Tolsta Košuta - Vzhodni vrh,450898,86,1,7,2057,vrh
Karavanke,Malo Kladivo,425545,83,3,10,2036,vrh
Karavanke,Malo Kladivo,425545,83,3,10,2036,vrh
Karavanke,Gubno,458331,86,4,4,2035,vrh
Karavanke,Gubno,458331,86,4,4,2035,vrh
Karavanke,Tolsta Košuta - Zahodni vrh,466200,87,1,4,2026,vrh
Karavanke,Tolsta Košuta - Zahodni vrh,466200,87,1,4,2026,vrh
Karavanke,Palec,534822,93,3,11,2026,vrh
Karavanke,Palec,534822,93,3,11,2026,vrh
Karavanke,Pungartska gora,357696,76,1,7,2025,vrh
Karavanke,Pungartska gora,357696,76,1,7,2025,vrh
Karavanke,Ovčji vrh (Kozjak) / Geissberg (Kosiak),470388,87,8,17,2024,vrh
Karavanke,Ovčji vrh (Kozjak) / Geissberg (Kosiak),470388,87,8,17,2024,vrh
Karavanke,Zelenjak,489905,89,3,6,2024,vrh
